Region,MetropolitanStatus,Exper,Educ,WeeklyEarnings
Midwest,MetropolitanArea,11,18,617.28
Northeast,MetropolitanArea,5,12,403.61
South,NotMetropolitanArea,30,5,233.71
South,MetropolitanArea,27,12,261.16
South,MetropolitanArea,3,13,356.13
Midwest,NotMetropolitanArea,23,14,721.3
Northeast,MetropolitanArea,32,14,522.32
Midwest,NotMetropolitanArea,2,12,308.64
West,NotMetropolitanArea,2,14,275.4
West,MetropolitanArea,14,13,759.73
Northeast,NotMetropolitanArea,47,13,1115.86
Northeast,MetropolitanArea,16,12,395.06
South,MetropolitanArea,31,16,1175.21
South,NotMetropolitanArea,18,7,296.3
West,MetropolitanArea,33,12,427.35
Northeast,MetropolitanArea,9,13,427.35
Midwest,MetropolitanArea,43,12,949.67
Midwest,MetropolitanArea,36,18,645.34
Midwest,MetropolitanArea,11,14,430.67
Midwest,MetropolitanArea,0,12,395.57
West,NotMetropolitanArea,11,12,474.83
West,NotMetropolitanArea,10,14,71.23
West,MetropolitanArea,3,12,498.58
Midwest,MetropolitanArea,15,17,1187.08
Midwest,NotMetropolitanArea,39,12,951.65
South,MetropolitanArea,17,12,474.83
West,MetropolitanArea,13,13,280.64
South,MetropolitanArea,1,16,451.09
West,NotMetropolitanArea,33,14,1034.9
West,MetropolitanArea,14,14,902.18
Northeast,MetropolitanArea,51,12,830.48
West,MetropolitanArea,44,12,997.15
Northeast,MetropolitanArea,13,12,759.73
South,NotMetropolitanArea,47,8,1092.12
West,MetropolitanArea,0,13,151.52
Northeast,MetropolitanArea,36,12,712.25
Northeast,MetropolitanArea,37,17,925.93
Northeast,MetropolitanArea,42,13,1543.21
Midwest,MetropolitanArea,28,18,807.22
West,MetropolitanArea,22,16,593.54
South,NotMetropolitanArea,47,12,902.18
West,MetropolitanArea,1,16,237.42
South,NotMetropolitanArea,23,12,403.61
West,MetropolitanArea,6,12,277.18
South,MetropolitanArea,3,17,451.09
South,MetropolitanArea,29,12,498.58
Northeast,MetropolitanArea,36,12,320.51
Northeast,MetropolitanArea,28,12,1037.27
West,MetropolitanArea,19,18,1068.38
Midwest,MetropolitanArea,27,12,664.77
Midwest,NotMetropolitanArea,3,12,159.07
Northeast,MetropolitanArea,13,12,712.25
South,MetropolitanArea,25,18,1234.57
South,MetropolitanArea,14,12,419.75
Northeast,NotMetropolitanArea,11,12,534.19
Midwest,MetropolitanArea,9,12,403.61
Midwest,NotMetropolitanArea,16,13,334.16
Northeast,MetropolitanArea,19,18,1899.34
Midwest,NotMetropolitanArea,43,12,379.87
South,MetropolitanArea,14,17,712.25
West,MetropolitanArea,13,12,403.61
South,NotMetropolitanArea,14,12,854.7
Midwest,MetropolitanArea,1,16,699.59
Northeast,NotMetropolitanArea,3,12,451.09
West,MetropolitanArea,30,15,668.72
Midwest,NotMetropolitanArea,34,12,725.55
West,MetropolitanArea,7,18,641.03
Midwest,MetropolitanArea,21,16,1210.83
Midwest,NotMetropolitanArea,3,12,342.94
Northeast,MetropolitanArea,11,13,617.28
Midwest,MetropolitanArea,21,12,712.25
Northeast,MetropolitanArea,13,13,864.2
Midwest,NotMetropolitanArea,27,12,282.92
South,MetropolitanArea,34,18,522.32
Northeast,MetropolitanArea,3,12,284.9
South,MetropolitanArea,28,14,427.35
Northeast,MetropolitanArea,10,12,324.38
South,MetropolitanArea,13,12,483.62
Northeast,MetropolitanArea,3,17,1028.81
South,MetropolitanArea,4,13,230.03
Northeast,MetropolitanArea,28,12,1115.86
Northeast,MetropolitanArea,25,18,997.15
Northeast,MetropolitanArea,21,12,484.14
South,MetropolitanArea,29,4,231.48
South,MetropolitanArea,44,16,1131.69
West,MetropolitanArea,22,17,1139.6
South,NotMetropolitanArea,25,9,807.22
South,MetropolitanArea,11,12,360.08
South,MetropolitanArea,1,15,501.54
Midwest,MetropolitanArea,29,12,830.96
South,MetropolitanArea,19,18,1092.12
South,MetropolitanArea,38,14,1220.77
Northeast,MetropolitanArea,10,16,458.55
Midwest,NotMetropolitanArea,15,11,712.25
Midwest,MetropolitanArea,39,12,1037.04
South,MetropolitanArea,12,12,546.06
South,MetropolitanArea,30,12,451.09
Midwest,MetropolitanArea,8,12,403.61
Midwest,MetropolitanArea,34,12,712.25
Northeast,MetropolitanArea,8,12,515.62
South,MetropolitanArea,33,12,537.99
South,MetropolitanArea,10,13,118.71
Northeast,MetropolitanArea,22,12,554.3
Northeast,MetropolitanArea,8,12,514.4
Midwest,NotMetropolitanArea,9,12,571.29
South,MetropolitanArea,19,12,379.87
West,MetropolitanArea,27,12,382.98
South,MetropolitanArea,27,10,759.73
Northeast,NotMetropolitanArea,3,12,296.3
South,NotMetropolitanArea,6,12,332.38
West,MetropolitanArea,8,15,778.73
Northeast,MetropolitanArea,7,12,569.8
Midwest,MetropolitanArea,32,18,1187.08
Northeast,MetropolitanArea,1,12,160.49
Midwest,NotMetropolitanArea,5,12,200.66
South,MetropolitanArea,30,14,997.15
Midwest,NotMetropolitanArea,14,12,878.44
South,MetropolitanArea,32,9,735.99
West,NotMetropolitanArea,4,17,443.97
West,MetropolitanArea,4,15,356.13
West,MetropolitanArea,35,6,271.6
South,NotMetropolitanArea,7,16,759.73
South,MetropolitanArea,19,12,539.68
South,NotMetropolitanArea,9,12,175.69
South,MetropolitanArea,11,16,591.17
West,NotMetropolitanArea,6,12,143.95
West,MetropolitanArea,8,16,1543.21
Northeast,MetropolitanArea,5,13,486.7
Northeast,MetropolitanArea,17,18,878.44
South,NotMetropolitanArea,29,12,664.77
West,MetropolitanArea,15,16,700.38
Midwest,MetropolitanArea,19,12,810.25
Northeast,MetropolitanArea,11,16,949.67
South,MetropolitanArea,27,12,826.99
West,NotMetropolitanArea,15,14,546.06
South,MetropolitanArea,42,12,712.25
Northeast,MetropolitanArea,35,12,593.54
Northeast,MetropolitanArea,2,14,555.56
Northeast,MetropolitanArea,42,15,1201.33
South,MetropolitanArea,22,12,578.06
South,MetropolitanArea,0,14,166.19
Midwest,MetropolitanArea,10,14,652.9
South,MetropolitanArea,29,18,830.96
West,NotMetropolitanArea,6,16,427.35
Northeast,MetropolitanArea,9,16,522.32
Northeast,MetropolitanArea,21,16,1495.73
Midwest,MetropolitanArea,3,12,444.44
South,MetropolitanArea,13,14,403.61
West,MetropolitanArea,13,7,237.42
South,MetropolitanArea,29,7,379.87
South,MetropolitanArea,21,14,1040.17
South,MetropolitanArea,41,12,488.68
Midwest,NotMetropolitanArea,26,12,546.06
Northeast,MetropolitanArea,43,12,451.09
South,MetropolitanArea,40,12,474.83
South,MetropolitanArea,5,17,949.67
West,MetropolitanArea,27,16,1234.57
South,MetropolitanArea,22,12,569.8
West,MetropolitanArea,12,16,332.38
Northeast,NotMetropolitanArea,20,14,997.15
Northeast,MetropolitanArea,4,15,1234.57
Midwest,MetropolitanArea,14,12,820.54
South,MetropolitanArea,12,12,344.25
West,MetropolitanArea,7,11,320.51
Midwest,MetropolitanArea,17,16,593.54
Midwest,MetropolitanArea,17,14,493.83
West,MetropolitanArea,31,10,735.99
Northeast,MetropolitanArea,4,14,427.35
South,MetropolitanArea,30,16,593.54
Midwest,MetropolitanArea,16,18,1187.08
South,MetropolitanArea,10,12,240.74
South,MetropolitanArea,40,9,113.17
South,NotMetropolitanArea,30,12,641.03
West,MetropolitanArea,21,14,1020.89
Northeast,MetropolitanArea,30,0,308.64
Northeast,MetropolitanArea,21,10,552.1
West,MetropolitanArea,25,18,866.57
West,MetropolitanArea,21,6,356.13
South,NotMetropolitanArea,28,14,735.99
Northeast,MetropolitanArea,26,10,902.08
South,MetropolitanArea,35,8,532.59
Northeast,NotMetropolitanArea,38,12,237.42
South,NotMetropolitanArea,3,12,356.13
West,NotMetropolitanArea,56,5,284.9
West,NotMetropolitanArea,9,12,555.56
South,NotMetropolitanArea,41,12,593.54
South,NotMetropolitanArea,4,12,222.76
West,MetropolitanArea,10,15,308.64
South,MetropolitanArea,47,10,617.28
Northeast,MetropolitanArea,8,8,189.93
South,MetropolitanArea,19,16,1424.5
West,MetropolitanArea,6,12,1341.92
Northeast,MetropolitanArea,44,12,629.15
South,MetropolitanArea,15,12,474.83
Midwest,MetropolitanArea,28,9,925.93
Northeast,NotMetropolitanArea,17,12,754.99
West,MetropolitanArea,5,12,474.83
Midwest,MetropolitanArea,13,18,664.77
West,NotMetropolitanArea,4,12,189.93
South,NotMetropolitanArea,7,12,329.77
South,MetropolitanArea,32,18,2374.15
Midwest,NotMetropolitanArea,15,13,474.83
South,MetropolitanArea,6,11,284.9
Midwest,MetropolitanArea,5,13,415.48
Midwest,MetropolitanArea,23,12,379.19
Midwest,NotMetropolitanArea,28,13,863.98
Midwest,MetropolitanArea,30,10,2012.35
West,NotMetropolitanArea,16,9,316.85
Northeast,MetropolitanArea,38,9,498.58
South,MetropolitanArea,9,12,356.13
West,MetropolitanArea,8,14,522.32
Midwest,MetropolitanArea,10,13,754.99
South,MetropolitanArea,20,15,830.96
Midwest,MetropolitanArea,52,9,485.8
Midwest,MetropolitanArea,7,12,257.42
West,MetropolitanArea,14,12,493.83
West,MetropolitanArea,2,11,345.68
South,MetropolitanArea,27,14,712.25
West,NotMetropolitanArea,15,18,1187.08
Midwest,NotMetropolitanArea,38,18,130.58
West,NotMetropolitanArea,16,12,1028.81
South,MetropolitanArea,21,13,735.99
Midwest,MetropolitanArea,20,17,488.13
Northeast,MetropolitanArea,28,6,1024.66
Northeast,NotMetropolitanArea,2,14,395.06
South,MetropolitanArea,9,18,644.44
South,MetropolitanArea,21,14,712.25
South,MetropolitanArea,36,12,546.06
West,NotMetropolitanArea,15,12,522.32
Northeast,MetropolitanArea,16,18,1899.34
South,NotMetropolitanArea,32,10,456.79
South,MetropolitanArea,15,12,577.02
West,MetropolitanArea,13,6,213.68
Midwest,MetropolitanArea,21,16,679.01
South,MetropolitanArea,44,12,617.28
West,NotMetropolitanArea,35,13,352.73
West,NotMetropolitanArea,24,12,712.25
Midwest,NotMetropolitanArea,17,14,342.28
Midwest,NotMetropolitanArea,16,18,785.63
West,MetropolitanArea,18,12,330.01
Midwest,NotMetropolitanArea,5,12,142.45
South,MetropolitanArea,44,12,854.7
West,MetropolitanArea,18,12,925.93
West,NotMetropolitanArea,17,15,569.8
Midwest,NotMetropolitanArea,42,12,511.82
South,NotMetropolitanArea,21,12,925.93
South,MetropolitanArea,14,18,805.18
Northeast,MetropolitanArea,18,13,569.8
West,MetropolitanArea,43,16,728.77
West,MetropolitanArea,19,16,997.15
Northeast,MetropolitanArea,45,18,1139.6
Midwest,MetropolitanArea,5,16,569.8
Northeast,NotMetropolitanArea,27,12,783.48
South,MetropolitanArea,1,12,189.93
West,MetropolitanArea,16,17,759.73
South,MetropolitanArea,11,12,824.07
South,MetropolitanArea,16,17,194.68
South,MetropolitanArea,12,13,308.64
West,MetropolitanArea,17,16,1604.94
Northeast,MetropolitanArea,48,10,759.73
Northeast,MetropolitanArea,19,13,949.67
West,NotMetropolitanArea,22,16,759.73
Northeast,MetropolitanArea,16,12,370.37
Northeast,MetropolitanArea,33,12,569.8
Northeast,MetropolitanArea,26,18,1543.21
Northeast,MetropolitanArea,18,13,641.03
South,MetropolitanArea,42,8,77.28
South,MetropolitanArea,35,17,2018.04
South,MetropolitanArea,4,18,1132.48
Northeast,MetropolitanArea,14,16,1424.5
Northeast,NotMetropolitanArea,0,14,493.83
South,MetropolitanArea,11,12,270.06
South,MetropolitanArea,20,15,492.05
Northeast,MetropolitanArea,44,14,546.06
Midwest,NotMetropolitanArea,21,13,474.83
South,MetropolitanArea,9,18,1187.08
West,NotMetropolitanArea,1,14,384.09
Midwest,NotMetropolitanArea,20,18,949.67
West,MetropolitanArea,19,14,949.67
Midwest,MetropolitanArea,30,7,237.42
Midwest,MetropolitanArea,44,12,759.73
South,MetropolitanArea,29,5,237.42
West,MetropolitanArea,11,17,660.02
Northeast,MetropolitanArea,4,12,712.25
Midwest,NotMetropolitanArea,32,18,688.51
Midwest,NotMetropolitanArea,12,12,525.35
South,NotMetropolitanArea,15,6,277.78
West,MetropolitanArea,22,6,384.62
West,NotMetropolitanArea,18,11,712.25
Northeast,MetropolitanArea,21,18,1009.02
South,NotMetropolitanArea,6,12,823.05
South,MetropolitanArea,5,18,237.42
Midwest,MetropolitanArea,18,16,1777.99
Midwest,NotMetropolitanArea,3,9,185.74
South,MetropolitanArea,25,14,1495.73
West,MetropolitanArea,11,12,408.89
Northeast,MetropolitanArea,22,13,366.26
West,MetropolitanArea,23,6,142.45
Midwest,MetropolitanArea,44,17,735.99
West,MetropolitanArea,40,12,237.42
South,MetropolitanArea,23,15,332.38
Midwest,NotMetropolitanArea,5,12,444.44
South,MetropolitanArea,19,6,249.29
West,MetropolitanArea,26,6,284.9
West,MetropolitanArea,13,14,320.99
Northeast,MetropolitanArea,20,12,997.15
Northeast,MetropolitanArea,11,14,451.09
South,MetropolitanArea,3,11,493.83
Midwest,MetropolitanArea,21,18,2374.15
West,NotMetropolitanArea,13,12,315.76
South,MetropolitanArea,12,8,222.13
West,MetropolitanArea,4,11,165.43
South,MetropolitanArea,7,12,308.64
South,MetropolitanArea,24,11,219.2
Midwest,MetropolitanArea,29,12,444.44
Midwest,MetropolitanArea,18,12,546.06
Midwest,NotMetropolitanArea,52,12,166.19
Northeast,MetropolitanArea,10,12,902.18
Midwest,MetropolitanArea,11,18,1242.47
South,MetropolitanArea,1,13,362.65
South,MetropolitanArea,19,16,1241.69
Northeast,MetropolitanArea,26,12,308.64
West,MetropolitanArea,3,16,712.25
West,MetropolitanArea,17,16,807.22
South,MetropolitanArea,12,14,403.61
West,MetropolitanArea,46,12,501.23
South,MetropolitanArea,4,11,344.25
West,NotMetropolitanArea,11,12,272.44
Midwest,MetropolitanArea,16,15,949.67
South,MetropolitanArea,26,12,997.15
South,NotMetropolitanArea,0,16,197.53
Northeast,MetropolitanArea,28,18,2184.24
South,MetropolitanArea,13,15,474.83
Northeast,MetropolitanArea,8,16,578.7
South,MetropolitanArea,18,7,368.0
West,MetropolitanArea,2,13,474.83
West,MetropolitanArea,7,15,652.9
Midwest,NotMetropolitanArea,21,16,902.18
South,MetropolitanArea,18,18,1647.67
Midwest,MetropolitanArea,6,12,209.88
West,NotMetropolitanArea,23,11,451.09
Midwest,MetropolitanArea,6,12,370.37
Northeast,MetropolitanArea,3,12,294.92
Northeast,MetropolitanArea,18,3,304.42
Midwest,MetropolitanArea,9,14,294.25
Midwest,MetropolitanArea,4,14,502.78
Midwest,NotMetropolitanArea,44,10,403.61
South,MetropolitanArea,25,9,712.25
West,MetropolitanArea,15,14,830.96
South,MetropolitanArea,15,13,498.58
South,MetropolitanArea,8,14,546.06
Midwest,MetropolitanArea,27,12,593.54
West,MetropolitanArea,3,12,308.64
South,MetropolitanArea,16,18,854.7
Northeast,MetropolitanArea,41,12,498.58
Midwest,MetropolitanArea,22,12,130.58
Midwest,MetropolitanArea,4,18,356.13
South,MetropolitanArea,12,16,266.67
Northeast,MetropolitanArea,13,13,593.54
Northeast,MetropolitanArea,12,12,403.61
South,NotMetropolitanArea,18,18,690.88
Northeast,MetropolitanArea,7,16,2113.01
Northeast,MetropolitanArea,20,13,451.09
South,NotMetropolitanArea,25,12,593.54
Northeast,NotMetropolitanArea,21,14,1139.6
Midwest,MetropolitanArea,37,12,617.28
Midwest,NotMetropolitanArea,16,18,925.93
Midwest,MetropolitanArea,30,6,352.77
West,NotMetropolitanArea,11,10,213.68
South,MetropolitanArea,3,11,210.83
South,MetropolitanArea,34,12,197.53
Northeast,MetropolitanArea,34,12,1424.5
West,NotMetropolitanArea,35,8,987.65
South,MetropolitanArea,34,13,712.25
Midwest,MetropolitanArea,8,12,546.06
Northeast,MetropolitanArea,32,4,166.19
South,NotMetropolitanArea,22,12,474.83
West,MetropolitanArea,23,14,712.25
Northeast,MetropolitanArea,25,12,982.04
West,MetropolitanArea,9,14,676.04
South,MetropolitanArea,8,15,451.09
West,NotMetropolitanArea,35,12,308.64
Northeast,MetropolitanArea,10,12,593.54
South,MetropolitanArea,24,13,522.32
Northeast,MetropolitanArea,11,10,185.19
Midwest,NotMetropolitanArea,47,12,1384.47
Midwest,MetropolitanArea,42,13,1219.63
Northeast,MetropolitanArea,29,14,1358.02
Northeast,MetropolitanArea,24,12,271.6
Northeast,MetropolitanArea,3,14,273.03
Northeast,MetropolitanArea,4,15,807.22
Midwest,MetropolitanArea,9,14,783.48
Northeast,MetropolitanArea,7,14,1187.08
West,MetropolitanArea,29,18,1543.21
South,NotMetropolitanArea,38,8,593.54
West,NotMetropolitanArea,25,12,641.03
Midwest,NotMetropolitanArea,33,12,759.73
South,NotMetropolitanArea,1,18,135.33
South,MetropolitanArea,28,12,379.87
West,MetropolitanArea,34,12,261.16
Midwest,MetropolitanArea,40,18,569.8
South,MetropolitanArea,3,12,125.66
Northeast,NotMetropolitanArea,3,16,356.13
South,MetropolitanArea,34,8,546.89
Midwest,NotMetropolitanArea,13,16,759.73
West,NotMetropolitanArea,48,8,254.32
Midwest,MetropolitanArea,7,12,641.03
Midwest,NotMetropolitanArea,38,8,474.83
Northeast,MetropolitanArea,26,12,807.22
West,MetropolitanArea,27,14,712.25
Midwest,NotMetropolitanArea,17,12,498.58
Northeast,MetropolitanArea,12,17,436.94
Northeast,NotMetropolitanArea,12,12,379.87
Midwest,NotMetropolitanArea,22,12,771.6
Northeast,NotMetropolitanArea,13,16,379.87
South,NotMetropolitanArea,40,12,759.73
Northeast,MetropolitanArea,13,12,462.96
West,MetropolitanArea,3,16,427.35
South,MetropolitanArea,5,16,427.35
South,MetropolitanArea,2,16,306.65
Northeast,NotMetropolitanArea,24,13,504.27
Midwest,MetropolitanArea,14,18,256.41
South,NotMetropolitanArea,1,16,230.17
Midwest,MetropolitanArea,16,13,237.42
Midwest,NotMetropolitanArea,0,13,448.93
South,MetropolitanArea,4,12,344.25
Midwest,NotMetropolitanArea,10,12,546.06
South,MetropolitanArea,15,16,593.54
South,MetropolitanArea,28,12,462.96
Northeast,MetropolitanArea,3,12,213.68
South,NotMetropolitanArea,17,12,569.8
West,NotMetropolitanArea,24,18,712.25
Northeast,MetropolitanArea,5,13,166.19
Northeast,MetropolitanArea,18,12,594.52
Midwest,NotMetropolitanArea,4,12,237.42
South,NotMetropolitanArea,48,8,1646.09
West,MetropolitanArea,28,17,605.41
Northeast,MetropolitanArea,22,12,688.51
Northeast,MetropolitanArea,4,12,493.83
Midwest,MetropolitanArea,12,18,983.62
South,MetropolitanArea,32,18,1377.02
South,MetropolitanArea,5,14,358.5
Midwest,MetropolitanArea,11,11,522.32
Midwest,MetropolitanArea,31,9,569.8
Northeast,MetropolitanArea,19,9,246.91
South,MetropolitanArea,18,10,166.19
Northeast,NotMetropolitanArea,21,17,284.9
South,MetropolitanArea,17,14,375.12
Midwest,MetropolitanArea,19,18,1000.71
South,MetropolitanArea,3,10,116.72
Northeast,MetropolitanArea,16,13,925.93
Midwest,MetropolitanArea,10,12,540.12
West,MetropolitanArea,8,13,200.85
South,NotMetropolitanArea,37,12,385.19
West,NotMetropolitanArea,31,12,308.64
South,NotMetropolitanArea,1,14,364.7
Midwest,MetropolitanArea,18,16,705.13
Northeast,MetropolitanArea,28,14,593.54
Northeast,MetropolitanArea,18,12,795.35
Midwest,MetropolitanArea,14,14,704.79
West,MetropolitanArea,15,16,593.54
Northeast,MetropolitanArea,10,12,569.8
West,NotMetropolitanArea,19,18,783.48
South,MetropolitanArea,7,12,254.96
Northeast,NotMetropolitanArea,8,9,296.3
Midwest,NotMetropolitanArea,15,14,547.53
West,NotMetropolitanArea,7,18,1282.05
Midwest,NotMetropolitanArea,15,16,522.32
West,MetropolitanArea,22,16,997.15
South,MetropolitanArea,5,12,387.65
South,MetropolitanArea,57,2,237.42
South,MetropolitanArea,12,12,189.93
South,MetropolitanArea,22,12,427.35
Northeast,NotMetropolitanArea,13,16,987.99
West,MetropolitanArea,19,16,1068.38
Midwest,MetropolitanArea,16,12,1068.38
Midwest,MetropolitanArea,41,12,949.67
Midwest,NotMetropolitanArea,22,18,735.99
Northeast,NotMetropolitanArea,42,7,301.11
West,NotMetropolitanArea,14,12,284.9
South,NotMetropolitanArea,31,18,601.46
Northeast,MetropolitanArea,30,16,1137.1
South,MetropolitanArea,8,12,261.16
Midwest,MetropolitanArea,40,10,415.48
West,MetropolitanArea,25,16,2805.84
West,NotMetropolitanArea,10,11,385.8
Midwest,NotMetropolitanArea,1,14,252.06
South,MetropolitanArea,1,16,288.07
Northeast,MetropolitanArea,22,12,593.54
West,NotMetropolitanArea,3,13,199.12
South,MetropolitanArea,8,12,593.54
South,NotMetropolitanArea,5,18,830.96
West,NotMetropolitanArea,9,18,830.96
South,MetropolitanArea,15,16,783.48
South,NotMetropolitanArea,41,5,688.51
South,MetropolitanArea,13,15,997.15
South,MetropolitanArea,32,6,546.06
Northeast,MetropolitanArea,22,14,1899.34
Northeast,MetropolitanArea,11,12,593.54
Northeast,MetropolitanArea,19,17,1614.43
South,MetropolitanArea,6,16,391.74
West,NotMetropolitanArea,1,13,390.95
South,MetropolitanArea,26,10,782.9
South,MetropolitanArea,6,14,949.67
Northeast,MetropolitanArea,31,12,864.2
West,MetropolitanArea,19,0,284.9
South,MetropolitanArea,11,15,717.0
South,MetropolitanArea,28,9,166.19
South,MetropolitanArea,33,16,1207.41
Midwest,NotMetropolitanArea,24,12,427.35
South,MetropolitanArea,40,10,308.64
Northeast,MetropolitanArea,5,16,474.83
Northeast,MetropolitanArea,9,13,670.18
South,MetropolitanArea,9,11,206.72
Midwest,NotMetropolitanArea,8,15,949.67
Midwest,NotMetropolitanArea,9,12,95.54
Midwest,NotMetropolitanArea,15,14,717.81
Midwest,NotMetropolitanArea,13,16,712.25
South,NotMetropolitanArea,23,12,305.6
West,NotMetropolitanArea,18,15,1068.38
South,NotMetropolitanArea,18,16,371.32
Northeast,MetropolitanArea,50,9,332.38
West,MetropolitanArea,19,14,701.57
Midwest,MetropolitanArea,15,16,1044.63
South,MetropolitanArea,9,12,890.31
West,MetropolitanArea,11,13,641.03
Northeast,MetropolitanArea,25,12,427.35
West,NotMetropolitanArea,34,12,1022.63
South,MetropolitanArea,15,16,403.61
Northeast,MetropolitanArea,43,12,712.25
West,MetropolitanArea,33,12,403.61
Midwest,MetropolitanArea,4,16,593.54
Northeast,MetropolitanArea,43,9,224.47
